Rank,Building,City,Height_m,Height_ft,Floors,DateComplete,Material,Use,city_ns,lat,lon
932.0,C entury Plaza Tower 1,Liuzhou,202.5,664.0,57.0,2013.0,concrete,residential,liuzhou,0.0,0.0
933.0,Trump Tower,New York C ity,202.4,664.0,58.0,1982.0,concrete,residential / office,newyorkcity,40.7625,-73.974167
934.0,"ÏC E C ondominiums at York C entre
1",Toronto,202.3,664.0,57.0,2014.0,concrete,residential,toronto,39.9625984,-76.727745
935.0,Island Resort Towers 1 & 2,Hong Kong,202.1,663.0,60.0,2001.0,concrete,residential,hongkong,22.396428,114.109497
935.0,Island Resort Towers 3 & 5,Hong Kong,202.1,663.0,60.0,2001.0,concrete,residential,hongkong,22.396428,114.109497
935.0,Island Resort Towers 6 & 7,Hong Kong,202.1,663.0,60.0,2001.0,concrete,residential,hongkong,22.396428,114.109497
935.0,Island Resort Towers 8 & 9,Hong Kong,202.1,663.0,60.0,2001.0,concrete,residential,hongkong,22.396428,114.109497
939.0,C enter Plaza,Guangzhou,202.1,663.0,47.0,2004.0,concrete,hotel / office,guangzhou,22.9309192,113.3212482
940.0,One C orporate C enter,Pasig,202.0,663.0,54.0,2009.0,concrete,office,pasig,14.5839664,121.0633393
941.0,K Residence,Kuala Lumpur,202.0,663.0,52.0,2008.0,concrete,residential,kualalumpur,3.152778,101.703333
942.0,Millennium Tower,Vienna,202.0,663.0,50.0,1999.0,concrete,residential / office,vienna,48.2405733,16.3865794
943.0,Lianfa Building,Nanchang,202.0,663.0,49.0,2011.0,composite,office,nanchang,28.682892,115.858198
944.0,AVIC Plaza,Xiamen,202.0,663.0,48.0,2015.0,composite,office,xiamen,24.479834,118.089425
944.0,Zijin Mining Plaza,Xiamen,202.0,663.0,48.0,2015.0,composite,office,xiamen,24.479834,118.089425
946.0,Maslak Spine Tower,Istanbul,202.0,663.0,47.0,2014.0,concrete,residential / office,istanbul,41.0082376,28.9783589
947.0,C hang Hang Building,Wuhan,202.0,663.0,42.0,2001.0,,office,wuhan,30.593099,114.305393
948.0,One Rockwell West Tower,Makati,201.9,662.0,55.0,2011.0,concrete,residential,makati,14.5633282,121.0375572
949.0,First C ity Tower,Houston,201.8,662.0,47.0,1984.0,,office,houston,29.7558061,-95.3639204
950.0,C hina Online C entre,Hong Kong,201.3,660.0,52.0,2000.0,,office,hongkong,22.2792549,114.1783405
951.0,Mokdong Hyperion Tower C,Seoul,201.2,660.0,54.0,2003.0,concrete,residential,seoul,37.566535,126.9779692
952.0,DBS Tower I,Singapore,201.2,660.0,50.0,1975.0,,office,singapore,1.27704675,103.84845315
953.0,Ichon Rex Tower A,Seoul,201.0,659.0,56.0,2015.0,concrete,residential,seoul,37.566535,126.9779692
954.0,Taehwa River Iaan Exordium 1,Ulsan,201.0,659.0,54.0,2010.0,concrete,residential,ulsan,35.5383773,129.3113596
954.0,Taehwa River Iaan Exordium 2,Ulsan,201.0,659.0,54.0,2010.0,concrete,residential,ulsan,35.5383773,129.3113596
954.0,X-Tower Osaka Bay,Osaka,201.0,659.0,54.0,2006.0,,residential,osaka,34.6937378,135.5021651
957.0,Tunjungan Plaza 5,"Surabaya, Java",201.0,659.0,50.0,2015.0,concrete,residential / office,"surabaya,java",-7.2623036,112.737467705
958.0,Guotong Building,Shenzhen,201.0,659.0,49.0,1997.0,,office,shenzhen,22.5841688,113.8949325
959.0,Nanfang International Mansion,Guangzhou,201.0,659.0,48.0,1998.0,,hotel / office,guangzhou,23.0868794,113.2728957
959.0,The C itadel,Dubai,201.0,659.0,48.0,2009.0,concrete,office,dubai,25.183206,55.262336
961.0,Izumi Garden Tower,Tokyo,201.0,659.0,43.0,2002.0,,hotel / office,tokyo,35.6894875,139.6917064
962.0,25 C anada Square,London,201.0,659.0,42.0,2002.0,composite,office,london,51.5044796,-0.0181638
963.0,"Innovation & Entrepenuership
Tower",Harbin,201.0,659.0,40.0,2013.0,concrete,office,harbin,45.803775,126.534967
964.0,201 Tower,Guiyang,201.0,659.0,39.0,2011.0,steel,office,guiyang,39.1150999,117.1916803
964.0,Huarun Tower,C hengdu,201.0,659.0,39.0,2012.0,concrete,office,chengdu,0.0,0.0
964.0,Yuxi Mining Building,Yuxi,201.0,659.0,39.0,2013.0,,office,yuxi,0.0,0.0
967.0,Shangri-La Vancouver,Vancouver,200.9,659.0,59.0,2009.0,concrete,"residential / hotel /
office",vancouver,49.285833,-123.123611
968.0,Hearst Tower,C harlotte,200.8,659.0,47.0,2002.0,steel/concrete,office,charlotte,35.2275498,-80.840763
969.0,Yuanyang Building,Dalian,200.8,659.0,51.0,2000.0,,hotel,dalian,38.914003,121.614682
970.0,200 Public Square,C leveland,200.6,658.0,46.0,1985.0,steel,office,cleveland,41.5000224,-81.6917044
971.0,"Jinzhonghuan International Business
Building",Shenzhen,200.5,658.0,50.0,2006.0,,hotel / office,shenzhen,22.543096,114.057865
972.0,Guangdong International Building,Guangzhou,200.3,657.0,63.0,1990.0,,hotel / office,guangzhou,23.1381039,113.2832935
973.0,1180 Peachtree,Atlanta,200.2,657.0,41.0,2006.0,concrete,office,atlanta,33.7869036,-84.3840974
974.0,Provincial C ultural C enter Building 2,Jinan,200.1,657.0,48.0,2014.0,composite,office,jinan,36.651216,117.12
975.0,Japan Post Tower,Tokyo,200.1,656.0,40.0,2012.0,composite,office,tokyo,35.6894875,139.6917064
976.0,LOHAS Park Le Prestige Tower A,Hong Kong,200.0,656.0,65.0,2010.0,concrete,residential,hongkong,22.396428,114.109497
976.0,LOHAS Park The C apitol Florence,Hong Kong,200.0,656.0,65.0,2009.0,concrete,residential,hongkong,22.2973806,114.2715242
978.0,MBK Tower,Dubai,200.0,656.0,59.0,2010.0,concrete,residential / office,dubai,25.192355,55.2622525
979.0,C ity C enter Hotel,Doha,200.0,656.0,58.0,2014.0,concrete,hotel,doha,25.2854473,51.5310398
979.0,Shangri-La Hotel,Doha,200.0,656.0,58.0,2014.0,concrete,residential / hotel,doha,25.2854473,51.5310398
981.0,Dicara Gold Tower - Hilton Hotel,Hangzhou,200.0,656.0,55.0,2014.0,,hotel,hangzhou,30.274085,120.15507
981.0,Main Tower,Frankfurt am Main,200.0,656.0,55.0,1999.0,concrete,office,frankfurtammain,50.112222,8.671944
983.0,Al Baker Executive Tower 1,Doha,200.0,656.0,53.0,2012.0,concrete,office,doha,25.2854473,51.5310398
983.0,Riparian Plaza,Brisbane,200.0,656.0,53.0,2005.0,concrete,residential / office,brisbane,-27.4682013,153.0303936
985.0,Merweb Hotel C ity C enter,Doha,200.0,656.0,51.0,2014.0,concrete,residential / hotel,doha,25.2854473,51.5310398
985.0,ORC 200,Osaka,200.0,656.0,51.0,1994.0,steel,hotel / office,osaka,36.9470402,-82.8107164
987.0,C ourtyard Doha C ity C enter,Doha,200.0,656.0,50.0,2011.0,concrete,hotel,doha,25.2854473,51.5310398
987.0,Renaissance Doha C ity C enter Hotel,Doha,200.0,656.0,50.0,2011.0,concrete,hotel,doha,25.2854473,51.5310398
987.0,Tower 185,Frankfurt am Main,200.0,656.0,50.0,2011.0,concrete,office,frankfurtammain,50.110556,8.674167
990.0,Al Baker Executive Tower 2,Doha,200.0,656.0,48.0,2012.0,concrete,office,doha,25.2854473,51.5310398
990.0,"Jiangsu Telecommunication Limited
C ompany Mul…",Nanjing,200.0,656.0,48.0,2008.0,,office,nanjing,32.060255,118.796877
992.0,Philamlife Tower,Makati,200.0,656.0,47.0,1999.0,concrete,office,makati,14.5573568,121.0216562
992.0,Qingxiu Wanda Plaza Office Tower 1,Nanning,200.0,656.0,47.0,2015.0,composite,office,nanning,22.817002,108.366543
992.0,Qingxiu Wanda Plaza Office Tower 2,Nanning,200.0,656.0,47.0,2015.0,composite,office,nanning,22.817002,108.366543
992.0,Qingxiu Wanda Plaza Office Tower 3,Nanning,200.0,656.0,47.0,2015.0,composite,office,nanning,22.817002,108.366543
992.0,R&F C enter Tower 1,Tianjin,200.0,656.0,47.0,2014.0,composite,office,tianjin,39.1123063,117.2165805
992.0,R&F C enter Tower 2,Tianjin,200.0,656.0,47.0,2014.0,composite,residential,tianjin,39.1123063,117.2165805
999.0,Dhahran Tower,Al Khobar,200.0,656.0,46.0,2012.0,concrete,residential,alkhobar,26.3046384,50.2106068
1000.0,Hainan Tower 1,Haikou,200.0,656.0,45.0,2015.0,composite,office,haikou,19.9871628,110.3488592
1000.0,Lot G Office Towers,Kuala Lumpur,200.0,656.0,45.0,2013.0,concrete,office,kualalumpur,3.1523104,101.7178316
1000.0,Wangjing SOHO T3,Beijing,200.0,656.0,45.0,2014.0,composite,office,beijing,39.9965036,116.4815325
1003.0,"Hunan International Finance
Building",C hangsha,200.0,656.0,43.0,1998.0,,office,changsha,0.0,0.0
1003.0,Sompo Japan Head Office Building,Tokyo,200.0,656.0,43.0,1976.0,composite,office,tokyo,35.6894875,139.6917064
1005.0,"Phoenix International Book C ity
East Tower",Suzhou,200.0,656.0,42.0,2013.0,composite,office,suzhou,31.298979,120.58529
1005.0,Shenzhen Kerry C entre II,Shenzhen,200.0,656.0,42.0,2012.0,concrete,office,shenzhen,22.5376261,114.1195033
1005.0,The Plaza Office Tower,Jakarta,200.0,656.0,42.0,2009.0,concrete,office,jakarta,-6.2087634,106.845599
1005.0,Yatai Fortune C enter,C hangzhou,200.0,656.0,42.0,2012.0,concrete,residential / office,changzhou,30.274085,120.15507
1009.0,"Palm Springs International C enter
Tower 1",C hengdu,200.0,656.0,41.0,2013.0,concrete,office,chengdu,33.8302961,-116.5452921
1009.0,Wanyin International 3,Hangzhou,200.0,656.0,41.0,2014.0,composite,office,hangzhou,30.274085,120.15507
1011.0,C apital Plaza Office Tower,Abu Dhabi,200.0,656.0,40.0,2011.0,concrete,office,abudhabi,24.4987755,54.3676136
1011.0,C entral Spring,Nanchang,200.0,656.0,40.0,2015.0,concrete,office,nanchang,28.686434,115.9027958
1011.0,Folkart Tower A,Izmir,200.0,656.0,40.0,2014.0,concrete,office / residential,izmir,38.423734,27.142826
1011.0,Folkart Tower B,Izmir,200.0,656.0,40.0,2015.0,concrete,office / residential,izmir,38.423734,27.142826
1011.0,Golf Hotel,Nantong,200.0,656.0,40.0,2014.0,composite,hotel / office,nantong,0.0,0.0
1011.0,Zhengzhou Resources C enter,Zhengzhou,200.0,656.0,40.0,2014.0,composite,office,zhengzhou,34.7297318,113.6166052
1017.0,Tour Incity,Lyon,200.0,656.0,39.0,2015.0,concrete,office,lyon,45.764043,4.835659
1018.0,Binhai C athay Tower,Tianjin,200.0,656.0,37.0,2014.0,composite,office,tianjin,39.084158,117.200983
1019.0,"Batumi Technological University
Tower",Batumi,200.0,656.0,35.0,2012.0,concrete,observation / education,batumi,41.6167547,41.6367455
1020.0,The Yomiuri Shimbun Building,Tokyo,200.0,656.0,33.0,2013.0,composite,office,tokyo,35.6894875,139.6917064
1021.0,Al Nakheel Tower,Riyadh,200.0,656.0,26.0,2011.0,concrete,office,riyadh,24.7488774,46.6527342
1022.0,Shanghai World Plaza,Shanghai,199.9,656.0,38.0,1997.0,,office,shanghai,31.2324555,121.515366
1023.0,"Guangzhou Greenland Baiyun
C enter",Guangzhou,199.9,656.0,45.0,2014.0,composite,office,guangzhou,23.12911,113.264385
1024.0,Yuda World Trade C enter,Zhengzhou,199.7,655.0,45.0,1997.0,concrete,hotel / office,zhengzhou,34.746611,113.625328
1025.0,The Otemachi Tower,Tokyo,199.7,655.0,38.0,2013.0,composite,hotel / office,tokyo,35.6894875,139.6917064
1026.0,1700 Pacific,Dallas,199.6,655.0,50.0,1983.0,,office,dallas,32.7855311,-96.7727697
1027.0,Dolton Hotel,C hangsha,199.6,655.0,51.0,1998.0,,hotel,changsha,28.1893111,112.9981273
1028.0,8 C anada Square,London,199.5,655.0,42.0,2002.0,composite,office,london,51.5054476,-0.0174533
1029.0,Wells Fargo Tower,Miami,199.5,655.0,47.0,2010.0,steel/concrete,office,miami,25.7616798,-80.1917902
1030.0,"C onrad Seoul at International
Finance C enter",Seoul,199.4,654.0,38.0,2012.0,composite,hotel,seoul,37.566535,126.9779692
1031.0,Millennium Residence 2,Bangkok,199.3,654.0,54.0,2009.0,concrete,residential,bangkok,13.72923815,100.562595689
1031.0,Millennium Residence 3,Bangkok,199.3,654.0,54.0,2009.0,concrete,residential,bangkok,13.72923815,100.562595689
1033.0,Silver Towers East,New York C ity,199.2,653.0,58.0,2009.0,concrete,residential,newyorkcity,40.760722,-73.999194
1033.0,Silver Towers West,New York C ity,199.2,653.0,58.0,2009.0,concrete,residential,newyorkcity,40.760722,-73.999194
1035.0,599 Lexington Avenue,New York C ity,199.0,653.0,51.0,1986.0,steel,office,newyorkcity,40.7578105,-73.9708219
1036.0,Walton Heights,Shenzhen,199.0,653.0,57.0,2005.0,,hotel / office,shenzhen,22.543096,114.057865
1037.0,Fortune Heights,Beijing,199.0,653.0,55.0,2008.0,composite,residential,beijing,39.904211,116.407395
1038.0,Diamond Flower Tower,Hanoi,199.0,653.0,40.0,2015.0,concrete,office,hanoi,21.0023784,105.7997373
1039.0,Oriental Financial C enter,Shanghai,199.0,653.0,31.0,2014.0,composite,office,shanghai,31.230416,121.473701
1040.0,Nakanoshima Festival Tower,Osaka,199.0,653.0,39.0,2012.0,steel,office / other,osaka,34.6935334,135.4964703
1041.0,C onrad International Hotel,Hong Kong,198.9,653.0,61.0,1990.0,,hotel / residential,hongkong,22.396428,114.109497
1042.0,Bund C enter,Shanghai,198.9,653.0,45.0,2002.0,concrete,office,shanghai,31.2325149,121.4874808
1043.0,The Offices at C entralWorld,Bangkok,198.8,652.0,51.0,2004.0,concrete,office,bangkok,13.7563309,100.5017651
1044.0,Metro Plaza I,Guangzhou,198.8,652.0,48.0,1996.0,,office,guangzhou,23.1986964,113.259046838
1045.0,Suning Plaza,Shijiazhuang,198.8,652.0,45.0,2013.0,,office,shijiazhuang,38.042307,114.51486
1046.0,The C anton Fair Westin Hotel,Guangzhou,198.8,652.0,43.0,2011.0,,hotel / office,guangzhou,23.0960162,113.3636552
1047.0,"Queensway Government Office
Building",Hong Kong,198.6,652.0,47.0,1985.0,,office,hongkong,22.396428,114.109497
1048.0,UBS Tower,C hicago,198.6,652.0,50.0,2001.0,composite,office,chicago,41.882249,-87.636205
1049.0,C apital Square Tower 1,Kuala Lumpur,198.2,650.0,40.0,1994.0,concrete,office,kualalumpur,3.139003,101.686855
1050.0,712 5th Avenue,New York C ity,198.1,650.0,53.0,1990.0,steel,office,newyorkcity,40.7623083,-73.9750731
1051.0,900 Biscayne Bay,Miami,198.0,650.0,63.0,2008.0,concrete,residential,miami,25.7834936,-80.1902091
1052.0,Bellagio Tower 6-9,Hong Kong,198.0,650.0,60.0,2002.0,concrete,residential,hongkong,22.3669046,114.0611866
1053.0,Torre Aquamare,Panama C ity,198.0,650.0,56.0,2007.0,concrete,residential,panamacity,0.0,0.0
1054.0,M Silom,Bangkok,198.0,650.0,53.0,2015.0,concrete,residential,bangkok,13.7246299,100.5310178
1055.0,9 Donghai Lu Tower 1,Qingdao,198.0,650.0,50.0,2008.0,,residential,qingdao,36.067108,120.382609
1055.0,9 Donghai Lu Tower 2,Qingdao,198.0,650.0,50.0,2008.0,,residential,qingdao,36.067108,120.382609
1057.0,Hainan Tianyi International Building,Haikou,198.0,650.0,49.0,2008.0,,office,haikou,20.044002,110.198293
1057.0,Kempinski Hotel Xiamen,Xiamen,198.0,650.0,49.0,2011.0,,hotel,xiamen,24.4727387,118.1006089
1059.0,R&F International C enter,Huizhou,198.0,650.0,48.0,2011.0,,hotel / office,huizhou,0.0,0.0
1060.0,International C ommerce Square,Suzhou,198.0,650.0,45.0,2012.0,,office,suzhou,31.3805953,121.5021604
1061.0,Daewoo Haeundae Aratrium,Busan,198.0,650.0,42.0,2013.0,,residential,busan,35.1795543,129.0756416
1062.0,Heyday Plaza A,C hongqing,198.0,650.0,39.0,2005.0,,office,chongqing,0.0,0.0
1062.0,International Finance Place,Guangzhou,198.0,650.0,39.0,2007.0,,office,guangzhou,23.12911,113.264385
1064.0,Shin-Marunouchi Building,Tokyo,198.0,650.0,38.0,2007.0,composite,office,tokyo,35.6825868,139.7644093
1065.0,Wanda East Port Tower 3,Dalian,197.8,649.0,57.0,2012.0,concrete,residential,dalian,38.914003,121.614682
1066.0,Jing An Kerry C entre Tower 3,Shanghai,197.8,649.0,43.0,2013.0,concrete,office,shanghai,31.230416,121.473701
1067.0,Overseas C hinese Banking C orp. C entre,Singapore,197.7,649.0,52.0,1976.0,composite,office,singapore,1.352083,103.819836
1068.0,BEA Financial Tower,Shanghai,197.7,649.0,42.0,2009.0,composite,office,shanghai,31.230416,121.473701
1069.0,C apital One Tower,New Orleans,197.6,648.0,53.0,1985.0,,office,neworleans,51.5961588,-0.1136792
1070.0,C ityplex C entral Tower,Tulsa,197.5,648.0,60.0,1979.0,,office,tulsa,36.1539816,-95.992775
1071.0,245 Park Avenue,New York C ity,197.5,648.0,47.0,1967.0,steel,office,newyorkcity,40.7546095,-73.9746638
1072.0,Richard J. Daley C enter,C hicago,197.5,648.0,31.0,1965.0,steel,government,chicago,0.0,0.0
1073.0,Lodha Bellissimo Tower 2,Mumbai,197.5,648.0,53.0,2012.0,concrete,residential,mumbai,19.0759837,72.8776559
1074.0,Lodha Bellissimo,Mumbai,197.5,648.0,48.0,2012.0,concrete,residential,mumbai,18.9869152,72.8282189
1075.0,"Hi-Tech International Business
C entre Digital…",Xi An,197.4,648.0,40.0,2003.0,,office,xian,34.341575,108.93977
1076.0,550 Madison Avenue,New York C ity,197.3,647.0,37.0,1983.0,steel,office,newyorkcity,40.761523,-73.9733853
1077.0,55 East Erie,C hicago,197.1,647.0,56.0,2004.0,concrete,residential,chicago,41.8938655,-87.6260105
1078.0,The Merton 1,Hong Kong,197.0,646.0,59.0,2005.0,concrete,residential,hongkong,22.28329765,114.126325769
1078.0,The Merton 2,Hong Kong,197.0,646.0,59.0,2005.0,concrete,residential,hongkong,22.28329765,114.126325769
1080.0,Bankers Hall East Tower,C algary,197.0,646.0,52.0,1989.0,,office,calgary,0.0,0.0
1080.0,Bankers Hall West Tower,C algary,197.0,646.0,52.0,2000.0,,office,calgary,0.0,0.0
1082.0,C entrepointe Ratchadamri,Bangkok,197.0,646.0,50.0,2007.0,,residential,bangkok,13.7563309,100.5017651
1082.0,The Beacon Arnaiz Tower,Makati,197.0,646.0,50.0,2013.0,concrete,residential,makati,14.551678,121.014353
1084.0,Wenxin United Press Building,Shanghai,197.0,646.0,43.0,1999.0,steel,office,shanghai,31.230416,121.473701
1085.0,Millennium Tower,San Francisco,196.6,645.0,58.0,2009.0,concrete,residential,sanfrancisco,37.7903976,-122.3961707
1086.0,Al Bidda Tower,Doha,196.6,645.0,44.0,2009.0,steel/concrete,office,doha,25.3165061,51.5262607
1086.0,Two World Financial C enter,New York C ity,196.6,645.0,44.0,1986.0,steel,office,newyorkcity,40.7125,-74.015278
1088.0,Wharf C able Tower,Hong Kong,196.6,645.0,41.0,1993.0,steel,office,hongkong,22.372972,114.107139
1089.0,Thanksgiving Tower,Dallas,196.5,645.0,50.0,1982.0,,office,dallas,32.7820103,-96.7981615
1090.0,Lake Point Tower,C hicago,196.4,645.0,70.0,1968.0,concrete,residential,chicago,41.8915839,-87.6126983
1091.0,1095 Avenue of the Americas,New York C ity,196.4,644.0,43.0,2007.0,steel,office,newyorkcity,40.7546714,-73.9848031
1092.0,River East C enter,C hicago,196.3,644.0,58.0,2001.0,concrete,residential,chicago,41.9302081,-87.8388963
1093.0,C entury Emperor South,C hongqing,196.2,644.0,47.0,2009.0,concrete,office,chongqing,29.5829191,106.5283936
1094.0,"Gundae Posco The Star C ity Tower
A",Seoul,196.0,643.0,58.0,2008.0,concrete,residential,seoul,37.566535,126.9779692
1094.0,Sharp Star C ity Tower A,Seoul,196.0,643.0,58.0,2006.0,,residential,seoul,37.566535,126.9779692
1096.0,Yacht C lub Tower,Panama C ity,196.0,643.0,57.0,2012.0,concrete,residential,panamacity,8.9717554,-79.5306573
1097.0,Malak Tower,Sharjah,196.0,643.0,53.0,2010.0,concrete,residential,sharjah,25.3056277,55.3823643
1098.0,Maju Perdana One,Kuala Lumpur,196.0,643.0,50.0,2002.0,,office,kualalumpur,3.1593253,101.6960104
1098.0,Torre C olpatria,Bogota,196.0,643.0,50.0,1979.0,,office,bogota,4.61104,-74.070288
1100.0,Mansions at Acqualina,Sunny Isles Beach,196.0,643.0,46.0,2015.0,concrete,residential,sunnyislesbeach,25.9428707,-80.1233802
1101.0,Shangri-La Hotel,Dubai,196.0,643.0,43.0,2003.0,concrete,hotel,dubai,25.208194,55.271839
1102.0,Samrya Twin Towers West,Doha,196.0,643.0,41.0,2012.0,concrete,office,doha,25.2854473,51.5310398
1104.0,Walton Plaza,Shanghai,196.0,643.0,40.0,2004.0,concrete,office,shanghai,31.2157344,121.4478051
1105.0,Lan Sheng Building,Shanghai,196.0,643.0,39.0,1997.0,,office,shanghai,31.230416,121.473701
1106.0,C hina Insurance Mansion,Shanghai,196.0,643.0,38.0,1999.0,concrete,office,shanghai,31.2484292,121.4994834
1107.0,Aigburth,Hong Kong,195.9,643.0,48.0,1999.0,concrete,residential,hongkong,22.2734628,114.1530434
1108.0,The Palazzo,Las Vegas,195.7,642.0,53.0,2007.0,composite,hotel,lasvegas,36.0299936,-115.0568622
1109.0,"Fujian Power Dispatching and
C ommunication Bu…",Fuzhou,195.6,642.0,40.0,2006.0,,office,fuzhou,26.074508,119.296494
1110.0,Grand Hyatt Dalian,Dalian,195.4,641.0,47.0,2014.0,concrete,residential / hotel,dalian,38.914003,121.614682
1111.0,Grand Plaza Apartments,C hicago,195.4,641.0,57.0,2003.0,concrete,residential,chicago,0.0,0.0
1112.0,"Sumitomo Fudosan Shinjuku Grand
Tower",Tokyo,195.2,640.0,40.0,2011.0,steel,office,tokyo,35.6894875,139.6917064
1113.0,Tornado Tower,Doha,195.1,640.0,51.0,2008.0,composite,office,doha,25.3193746,51.5279696
1114.0,1 New York Plaza,New York C ity,195.1,640.0,50.0,1969.0,steel,office,newyorkcity,40.7021004,-74.0120105
1115.0,Al Salam Tecom Tower,Dubai,195.1,640.0,47.0,2009.0,concrete,office,dubai,25.101747,55.171039
1116.0,United Plaza A,Shenzhen,195.0,640.0,56.0,1998.0,,office,shenzhen,22.4205849,114.2059244
1117.0,Titanium La Portada,Santiago,195.0,640.0,55.0,2010.0,concrete,office,santiago,-33.413056,-70.603778
1118.0,Vision C ity Tower 2,Hong Kong,195.0,640.0,54.0,2007.0,concrete,residential,hongkong,22.3690638,114.1135171
1118.0,Vision C ity Tower 3,Hong Kong,195.0,640.0,54.0,2007.0,concrete,residential,hongkong,22.3690638,114.1135171
1118.0,Vision C ity Tower 5,Hong Kong,195.0,640.0,54.0,2007.0,concrete,residential,hongkong,22.3690638,114.1135171
1118.0,Wisma Mulia,Jakarta,195.0,640.0,54.0,2003.0,composite,office,jakarta,-6.2352523,106.8234237
1122.0,Aoti Wanda Plaza Residential A,Shenyang,195.0,640.0,53.0,2013.0,,residential,shenyang,41.805699,123.431472
1122.0,Aoti Wanda Plaza Residential B,Shenyang,195.0,640.0,53.0,2013.0,,residential,shenyang,41.805699,123.431472
1124.0,One C entral,Makati,195.0,640.0,50.0,2013.0,concrete,residential,makati,14.5611768,121.0174914
1125.0,Huali International Mansion,Nanjing,195.0,640.0,46.0,2008.0,,office,nanjing,32.060255,118.796877
1126.0,AXA Tower,Jakarta,195.0,640.0,45.0,2012.0,concrete,office,jakarta,-6.2087634,106.845599
1126.0,Lerthai C enter 3,Shijiazhuang,195.0,640.0,45.0,2013.0,,residential / hotel,shijiazhuang,38.042807,114.5080219
1126.0,Teem Plaza East Tower,Guangzhou,195.0,640.0,45.0,2006.0,,office,guangzhou,23.12911,113.264385
1129.0,Torre Altus,Mexico C ity,195.0,640.0,44.0,1999.0,concrete,residential,mexicocity,19.380203,-99.267425
1129.0,"Yanlord International Apartments
Tower B",Nanjing,195.0,640.0,44.0,2006.0,,multiple,nanjing,32.060255,118.796877
1131.0,Sinn Sathorn Tower,Bangkok,195.0,640.0,43.0,1993.0,concrete,office,bangkok,13.7218678,100.4995579
1132.0,"Great C hina International Exchange
Square",Shenzhen,195.0,640.0,42.0,2010.0,,office,shenzhen,22.5358249,114.0619944
1132.0,River International A,C hongqing,195.0,640.0,42.0,2010.0,concrete,office / retail,chongqing,31.3200546,121.4725315
1132.0,River International B,C hongqing,195.0,640.0,42.0,2010.0,concrete,"hotel / residential /
retail",chongqing,31.3200546,121.4725315
1135.0,KEPC O Headquarters,Osaka,195.0,640.0,41.0,2004.0,steel,office,osaka,34.6937378,135.5021651
1135.0,Times Square Tower D,C hongqing,195.0,640.0,41.0,2004.0,,office,chongqing,40.759011,-73.9844722
1137.0,"Harumi Island Triton Square Tower
X",Tokyo,194.9,639.0,44.0,2001.0,composite,office,tokyo,35.6894875,139.6917064
1138.0,"Four Seasons Hotel & Private
Residences",Denver,194.8,639.0,45.0,2010.0,concrete,residential / hotel,denver,39.7392358,-104.990251
1139.0,Wanda East Port Tower 4,Dalian,194.7,639.0,56.0,2012.0,concrete,residential,dalian,38.914003,121.614682
1140.0,Grand Hyatt Shenzhen,Shenzhen,194.7,639.0,42.0,2009.0,concrete/steel,hotel,shenzhen,22.5372283,114.1112815
1141.0,One One One Eagle Street,Brisbane,194.7,639.0,48.0,2012.0,composite,office,brisbane,-27.4676503,153.0302034
1142.0,155 North Wacker,C hicago,194.6,638.0,45.0,2009.0,composite,office,chicago,41.8847997,-87.6363117
1143.0,1 MiMA Tower,New York C ity,194.6,638.0,63.0,2011.0,concrete,residential / hotel,newyorkcity,40.7593,-73.995
1144.0,Anthill Residence 1,Istanbul,194.5,638.0,54.0,2010.0,concrete,residential,istanbul,41.0082376,28.9783589
1144.0,Anthill Residence 2,Istanbul,194.5,638.0,54.0,2011.0,concrete,residential,istanbul,41.0082376,28.9783589
1146.0,Sanno Park Tower,Tokyo,194.4,638.0,44.0,2000.0,steel,office,tokyo,35.6894875,139.6917064
1147.0,UOB Plaza,Jakarta,194.3,637.0,44.0,2007.0,concrete,office,jakarta,-6.1988615,106.8224904
1148.0,1 Dag Hammarskjold Plaza,New York C ity,194.2,637.0,48.0,1972.0,,office,newyorkcity,40.7534655,-73.9700236
1149.0,Thai Wah Tower II,Bangkok,194.0,636.0,60.0,1996.0,concrete,hotel / office,bangkok,13.72413475,100.539587274
1150.0,Tricolour 1,Moscow,194.0,636.0,58.0,2014.0,concrete,residential,moscow,55.755826,37.6173
1151.0,SEBA Tower,Abu Dhabi,194.0,636.0,50.0,2011.0,concrete,residential / office,abudhabi,24.4685357,54.3399687
1152.0,Tour Majunga,Puteaux,194.0,636.0,45.0,2014.0,concrete,office,puteaux,48.8888,2.2435
1153.0,Guangzhou Electric Power Building,Guangzhou,194.0,636.0,35.0,2002.0,concrete,office,guangzhou,23.0740994,113.2621024
1154.0,DBS Bank Tower,Jakarta,194.0,636.0,37.0,2013.0,concrete,office,jakarta,-6.2087634,106.845599
1155.0,"NatWest Tower, Times Square",Hong Kong,193.9,636.0,46.0,1993.0,concrete,office / retail,hongkong,22.396428,114.109497
1156.0,ASE C enter R1,C hongqing,193.8,636.0,55.0,2010.0,concrete,residential / retail,chongqing,0.0,0.0
1157.0,Sama Tower,Dubai,193.6,635.0,51.0,2010.0,concrete,residential / office,dubai,25.228622,55.285558
1158.0,Leo Burnett Building,C hicago,193.6,635.0,46.0,1989.0,composite,office,chicago,0.0,0.0
1159.0,One PPG Place,Pittsburgh,193.6,635.0,40.0,1984.0,steel,office,pittsburgh,40.4400104,-80.0037604907
1160.0,One First National C enter,Omaha,193.3,634.0,45.0,2002.0,composite,office,omaha,41.2602967,-95.9380814
